Product ID,Batch Number,Manufacturing Date,Expiry Date,Current Stock,Sales Velocity (units/day)
HP012,B32723,2023-06-14,2024-06-13,4657,9.8
HP002,B86880,2024-12-22,2026-06-15,4193,69.16
HP001,B11680,2025-06-02,2025-11-29,3639,12.88
HP004,B90572,2023-08-29,2025-02-19,1596,51.44
HP011,B72578,2023-02-15,2025-02-14,685,57.97
HP011,B67544,2024-04-15,2025-04-15,3761,34.65
HP004,B85945,2023-12-27,2025-06-19,1599,42.12
HP008,B57173,2023-12-05,2025-12-04,1215,14.97
HP002,B17384,2024-09-26,2026-09-26,2968,7.38
HP012,B49057,2023-11-10,2024-05-08,1611,3.08
HP001,B38027,2023-10-01,2024-09-30,3634,52.62
HP010,B57614,2023-09-10,2025-03-03,1111,26.84
HP005,B21275,2023-11-05,2025-04-28,4231,37.16
HP007,B25898,2024-08-29,2026-08-29,235,3.93
HP011,B44600,2024-11-28,2025-11-28,4743,9.04
HP010,B94501,2025-04-04,2026-09-26,1552,58.85
HP003,B67750,2023-05-31,2024-05-30,1257,43.49
HP002,B47760,2023-09-11,2025-03-04,386,58.71
HP006,B67425,2023-03-10,2024-03-09,3633,30.87
HP008,B41332,2025-01-12,2026-07-06,3589,53.49
HP005,B22438,2025-05-19,2026-11-10,4902,18.98
HP007,B38040,2025-01-05,2026-01-05,2444,67.95
HP010,B93685,2024-01-06,2025-01-05,3589,28.68
HP006,B12925,2023-10-04,2024-10-03,670,55.82
HP003,B39137,2023-02-12,2024-02-12,1699,41.62
HP004,B38476,2023-05-17,2025-05-16,4046,23.08
HP012,B40567,2023-11-01,2024-10-31,393,38.16
HP002,B99097,2025-03-30,2026-09-21,3947,25.88
HP011,B70783,2023-10-04,2024-10-03,2278,51.59
HP005,B44495,2024-07-29,2025-07-29,2852,22.93
HP007,B63781,2023-08-23,2025-02-13,2465,9.48
HP005,B87972,2025-03-30,2026-09-21,3563,44.01
HP003,B27859,2024-03-12,2025-09-03,4119,54.82
HP002,B28537,2023-12-09,2025-12-08,1179,55.07
HP006,B97046,2024-02-27,2025-08-20,3041,29.04
HP003,B32786,2024-10-02,2025-10-02,2639,1.44
HP011,B43660,2024-03-25,2025-09-16,839,61.86
HP003,B87141,2023-01-17,2024-07-10,3061,25.72
HP001,B44038,2024-06-24,2025-06-24,4950,21.73
HP002,B55861,2025-01-22,2027-01-22,2601,64.24
HP005,B92162,2024-11-01,2025-11-01,89,51.97
HP011,B62783,2023-12-30,2024-12-29,1021,63.36
HP002,B72761,2024-08-23,2026-02-14,4240,68.39
HP005,B86196,2024-09-11,2026-03-05,2812,38.42
HP003,B42514,2024-05-13,2026-05-13,4738,57.88
HP005,B69079,2024-05-03,2025-10-25,1727,14.41
HP006,B38771,2024-05-04,2026-05-04,747,21.21
HP002,B80405,2024-11-22,2026-05-16,374,20.09
HP006,B42567,2024-03-31,2025-09-22,2644,56.62
HP002,B45922,2024-01-28,2025-01-27,2859,66.87
HP001,B66246,2023-10-21,2024-04-18,671,19.62
HP009,B91755,2024-11-30,2025-05-29,4739,19.36
HP004,B27349,2023-11-17,2024-11-16,866,52.02
HP006,B47793,2023-12-31,2025-12-30,3397,37.24
HP004,B63313,2025-05-04,2026-10-26,2346,61.9
HP008,B75104,2023-04-30,2024-04-29,4486,40.26
HP008,B15431,2025-05-28,2027-05-28,227,36.95
HP008,B10068,2024-09-02,2025-09-02,106,35.92
HP009,B63641,2025-03-23,2025-09-19,4644,4.86
HP008,B14249,2024-06-21,2026-06-21,2110,22.36
HP004,B53379,2023-01-21,2025-01-20,1096,4.61
HP010,B62962,2023-11-26,2025-05-19,4236,50.5
HP012,B72830,2024-03-08,2024-09-04,1715,45.47
HP011,B45122,2024-01-31,2025-07-24,181,28.04
HP011,B72381,2024-10-19,2026-04-12,2831,11.79
HP009,B25025,2025-05-07,2026-05-07,3936,30.19
HP002,B83872,2025-05-18,2027-05-18,3363,44.67
HP001,B97361,2023-01-11,2023-07-10,4194,45.7
HP006,B55899,2024-01-15,2025-07-08,3291,25.42
HP002,B89929,2024-07-03,2025-07-03,3445,38.42
HP008,B31144,2023-10-23,2024-10-22,3301,12.02
HP004,B79805,2023-09-26,2025-03-19,2625,31.89
HP006,B85546,2024-06-03,2025-06-03,3565,1.04
HP001,B92033,2023-01-14,2023-07-13,765,17.76
HP001,B85674,2024-01-17,2025-01-16,433,33.02
HP008,B21487,2023-01-14,2024-07-07,3032,8.15
HP005,B67132,2025-01-19,2026-01-19,1612,18.54
HP004,B70163,2024-11-19,2025-11-19,2077,33.37
HP008,B63310,2023-09-23,2024-09-22,3318,23.77
HP011,B85149,2024-09-11,2025-09-11,2471,39.32
HP003,B39011,2025-01-10,2027-01-10,1835,22.88
HP006,B65400,2024-03-28,2025-03-28,2500,18.38
HP002,B55933,2024-05-25,2025-11-16,2034,9.07
HP003,B23829,2023-11-20,2024-11-19,2369,56.73
HP006,B42677,2023-05-27,2024-05-26,1908,47.49
HP006,B19071,2024-10-28,2026-04-21,449,17.81
HP007,B57142,2024-07-04,2025-07-04,4810,44.0
HP003,B35158,2023-09-09,2025-09-08,588,37.49
HP002,B59567,2024-09-13,2026-09-13,3274,20.97
HP004,B40040,2023-05-17,2024-05-16,604,3.87
HP006,B52007,2023-03-12,2024-03-11,4895,61.95
HP006,B29480,2025-06-16,2027-06-16,3504,21.56
HP011,B42195,2024-05-24,2025-05-24,2397,11.16
HP005,B73726,2024-02-26,2025-02-25,2482,35.01
HP012,B76543,2023-01-25,2024-01-25,3920,39.65
HP007,B19935,2024-05-27,2026-05-27,1872,52.37
HP009,B20546,2024-07-20,2025-01-16,1344,21.23
HP005,B18414,2024-12-21,2026-12-21,1228,7.02
HP010,B91897,2023-02-13,2024-08-06,4827,41.1
HP009,B86874,2025-01-09,2025-07-08,2653,45.95
HP010,B20416,2024-06-17,2026-06-17,2058,14.28
HP002,B70692,2025-05-05,2026-10-27,2484,6.1
HP002,B61855,2025-05-24,2026-11-15,2713,33.51
HP009,B76934,2024-09-15,2025-03-14,727,43.61
HP004,B52852,2025-03-14,2026-03-14,3820,19.95
HP003,B11028,2023-02-24,2024-08-17,4094,18.94
HP012,B64601,2023-04-05,2023-10-02,3162,67.83
HP010,B55200,2024-04-25,2025-04-25,4537,12.4
HP007,B25895,2023-04-12,2024-10-03,2128,58.18
HP012,B89124,2023-02-15,2023-08-14,723,27.64
HP010,B71240,2025-04-26,2027-04-26,372,66.77
HP011,B89554,2024-01-11,2025-07-04,929,39.25
HP011,B79228,2023-01-07,2025-01-06,1060,28.1
HP001,B65203,2023-02-17,2024-02-17,4800,40.12
HP001,B16465,2024-07-20,2025-01-16,3937,50.88
HP004,B61848,2024-05-09,2025-05-09,563,11.28
HP001,B24995,2023-07-27,2024-07-26,2394,63.32
HP005,B52962,2024-03-27,2026-03-27,661,45.08
HP005,B29173,2024-03-05,2026-03-05,1593,28.13
HP011,B63088,2024-05-25,2025-05-25,3057,36.26
HP011,B77826,2023-01-16,2024-01-16,3964,40.63
HP009,B85942,2023-01-09,2024-01-09,1375,67.97
HP012,B21280,2023-07-18,2024-07-17,4018,43.38
HP007,B66343,2025-02-19,2027-02-19,4917,50.11
HP012,B85840,2023-06-23,2024-06-22,625,40.65
HP012,B45390,2024-09-28,2025-03-27,3429,13.15
HP002,B21470,2023-01-05,2024-01-05,3131,66.77
HP009,B42449,2024-06-11,2024-12-08,2247,5.24
HP001,B79855,2025-06-17,2025-12-14,4407,60.09
HP003,B78795,2025-06-15,2026-12-07,4881,66.74
HP001,B99052,2025-06-05,2026-06-05,3667,68.77
HP007,B55539,2023-02-12,2024-02-12,302,38.03
HP004,B48168,2024-03-03,2025-08-25,4319,23.1
HP008,B13494,2023-02-22,2024-08-15,2725,13.61
HP005,B55218,2023-02-26,2024-08-19,238,13.97
HP009,B31085,2023-02-27,2023-08-26,4053,44.49
HP001,B41020,2025-01-19,2026-01-19,2334,2.98
HP008,B25138,2023-06-08,2024-06-07,4726,47.15
HP010,B12762,2023-07-13,2025-07-12,1257,66.29
HP006,B45821,2024-05-03,2025-05-03,702,37.51
HP002,B15508,2024-08-13,2026-08-13,3581,49.65
HP001,B68160,2025-05-09,2026-05-09,3331,54.77
HP007,B63591,2025-04-20,2026-10-12,547,59.15
HP012,B10465,2025-02-02,2025-08-01,1539,57.69
HP011,B87181,2023-10-31,2024-10-30,3509,69.81
HP002,B59833,2024-06-10,2025-06-10,2713,19.72
HP011,B11782,2023-08-01,2024-07-31,1819,17.3
HP002,B29701,2025-01-20,2026-01-20,2297,59.22
HP006,B65148,2024-03-04,2025-03-04,1640,10.62
HP004,B60779,2025-01-04,2026-06-28,1799,19.3
HP002,B43117,2024-04-13,2025-10-05,3316,62.18
HP006,B24279,2023-03-14,2024-09-04,3031,20.71
HP009,B90688,2024-11-29,2025-05-28,4784,20.63
HP009,B65248,2023-05-21,2023-11-17,4664,64.26
HP003,B35644,2023-11-29,2025-05-22,1587,68.29
HP005,B96949,2024-09-01,2025-09-01,3621,65.18
HP002,B31997,2025-02-15,2027-02-15,4065,41.31
HP011,B94307,2024-06-22,2026-06-22,2755,7.26
HP008,B51850,2023-09-02,2025-02-23,2723,60.17
HP009,B18082,2024-08-28,2025-02-24,3008,60.77
HP004,B27088,2023-01-27,2025-01-26,136,20.7
HP003,B11468,2023-06-18,2024-06-17,3126,22.38
HP010,B81525,2024-08-11,2026-08-11,2343,66.77
HP005,B25695,2024-12-31,2025-12-31,1258,24.04
HP002,B35139,2023-12-19,2025-06-11,1739,68.17
HP006,B13337,2024-11-22,2026-11-22,4844,29.53
HP003,B26587,2023-10-02,2025-10-01,3869,5.96
HP010,B31097,2025-06-16,2026-06-16,1283,49.24
HP007,B49796,2023-07-15,2024-07-14,4563,21.77
HP010,B32228,2024-10-07,2025-10-07,300,29.48
HP001,B75946,2023-03-23,2023-09-19,930,22.72
HP001,B16984,2023-06-03,2023-11-30,340,32.97
HP002,B82021,2024-05-04,2025-05-04,1168,61.38
HP007,B67443,2023-10-04,2025-03-27,4546,65.37
HP005,B50244,2023-01-22,2024-07-15,3028,47.66
HP001,B43878,2024-01-16,2024-07-14,4378,24.07
HP006,B91824,2024-09-04,2026-09-04,566,59.53
HP008,B90442,2025-01-31,2026-01-31,3995,69.95
HP009,B27236,2024-09-21,2025-09-21,3251,27.27
HP002,B68407,2024-09-06,2026-02-28,3921,10.93
HP010,B49201,2023-01-12,2024-07-05,516,61.33
HP005,B75399,2023-05-25,2025-05-24,4145,26.66
HP008,B82063,2025-01-21,2026-07-15,2219,47.3
HP002,B32651,2024-05-29,2026-05-29,4866,68.63
HP007,B94428,2024-12-07,2025-12-07,1204,26.71
HP009,B41997,2024-12-10,2025-06-08,4452,54.91
HP002,B98099,2024-04-07,2025-04-07,4030,10.19
HP012,B97447,2023-01-25,2023-07-24,2066,22.3
HP009,B17141,2023-08-19,2024-08-18,371,35.92
HP005,B18799,2024-09-12,2026-09-12,1750,24.25
HP005,B52735,2024-10-28,2026-04-21,1391,49.31
HP003,B86369,2023-09-28,2025-09-27,2099,13.62
HP008,B93623,2024-02-01,2025-01-31,703,24.12
HP008,B30078,2023-07-04,2024-12-25,1666,67.71
HP008,B91608,2024-12-18,2025-12-18,3170,6.65
HP008,B27478,2024-04-03,2025-04-03,2108,40.11
HP008,B41012,2024-11-26,2026-11-26,3558,18.6
HP009,B71406,2024-05-16,2024-11-12,924,41.88
HP012,B35923,2024-05-23,2025-05-23,773,20.89
HP005,B84679,2025-06-14,2026-12-06,2212,67.11
HP009,B46385,2024-12-04,2025-06-02,2759,21.59
HP004,B35777,2023-06-01,2024-11-22,1491,24.99
HP005,B84512,2023-03-06,2025-03-05,4939,45.56
HP011,B83496,2024-09-13,2026-09-13,4574,7.38
HP004,B22621,2024-06-07,2026-06-07,125,12.86
HP012,B83445,2024-03-05,2025-03-05,4152,17.06
HP009,B28954,2024-09-02,2025-09-02,2196,45.02
HP004,B87573,2023-10-17,2025-10-16,2871,55.73
HP012,B81971,2023-10-20,2024-10-19,4439,47.87
HP003,B63109,2024-11-21,2026-11-21,3223,8.64
HP001,B83871,2024-11-16,2025-05-15,433,6.04
HP012,B14149,2025-05-13,2026-05-13,4792,66.7
HP006,B96768,2025-01-13,2026-07-07,4313,36.57
HP001,B41720,2024-09-02,2025-09-02,3773,61.82
HP002,B26796,2024-02-16,2025-08-09,925,13.63
HP010,B96609,2023-04-28,2025-04-27,4973,6.19
HP007,B49561,2024-03-14,2025-03-14,432,9.46
HP001,B94825,2023-08-30,2024-08-29,4408,62.32
HP007,B90638,2023-09-16,2025-03-09,1673,35.02
HP001,B97610,2025-04-08,2025-10-05,1468,37.94
HP011,B16641,2024-03-01,2025-08-23,2886,14.38
HP004,B86793,2024-09-11,2026-09-11,1536,26.02
HP002,B29666,2024-10-12,2025-10-12,4744,39.45
HP002,B55528,2023-10-20,2024-10-19,4373,62.36
HP006,B91471,2023-12-13,2024-12-12,3110,40.59
HP008,B39976,2024-05-16,2025-05-16,2103,62.3
HP009,B93547,2023-11-23,2024-05-21,704,37.23
HP003,B99937,2024-11-21,2025-11-21,1203,61.45
HP008,B37529,2025-03-31,2026-09-22,3968,60.97
HP011,B80742,2023-04-20,2024-04-19,3080,60.61
HP001,B92865,2025-02-08,2026-02-08,4546,14.86
HP006,B55222,2024-06-15,2025-06-15,2243,30.6
HP005,B44663,2024-02-17,2025-08-10,179,2.42
HP006,B44261,2025-05-07,2026-10-29,523,19.9
HP002,B56529,2025-05-16,2026-05-16,3021,39.76
HP010,B39265,2023-12-16,2024-12-15,120,52.24
HP012,B74141,2023-06-05,2023-12-02,1775,40.37
HP003,B12968,2024-12-22,2026-06-15,192,31.38
HP006,B45191,2023-09-04,2024-09-03,2647,57.2
HP005,B87638,2025-03-19,2026-09-10,691,61.82
HP002,B84469,2023-09-08,2025-09-07,749,48.09
HP006,B26828,2023-04-29,2024-10-20,4793,29.05
HP010,B88198,2024-09-21,2026-09-21,4453,42.6
HP008,B44267,2024-02-22,2025-08-15,845,61.81
HP005,B67238,2023-01-26,2025-01-25,1825,68.98
HP002,B81566,2023-10-06,2024-10-05,3571,29.89
HP003,B65325,2023-12-17,2025-06-09,3316,47.31
HP008,B88589,2024-02-04,2025-02-03,882,59.77
HP010,B98564,2023-05-28,2025-05-27,3539,24.02
HP007,B45307,2023-05-23,2024-11-13,253,37.96
HP008,B11631,2024-07-09,2025-12-31,65,17.89
HP001,B89032,2023-08-28,2024-02-24,2004,28.0
HP010,B78456,2025-03-19,2027-03-19,2478,41.28
HP003,B76323,2025-06-07,2027-06-07,906,6.93
HP003,B52758,2025-05-31,2027-05-31,4871,31.17
HP007,B50065,2024-05-16,2025-05-16,999,18.78
HP012,B88097,2024-10-06,2025-04-04,2158,36.9
HP009,B60781,2023-10-14,2024-10-13,1545,2.98
HP011,B21619,2023-07-28,2025-07-27,2822,30.19
HP012,B25278,2023-03-23,2023-09-19,276,18.29
HP002,B84556,2023-07-29,2025-07-28,3808,51.32
HP002,B85282,2025-02-11,2026-02-11,2231,34.32
HP008,B28357,2025-01-22,2026-01-22,1328,56.01
HP007,B18567,2025-01-13,2026-07-07,4187,8.73
HP011,B67375,2025-03-24,2027-03-24,4598,38.34
HP003,B73034,2023-05-01,2025-04-30,3674,13.38
HP007,B92437,2024-11-11,2026-11-11,1043,59.45
HP010,B34655,2023-04-25,2024-04-24,3869,66.53
HP009,B84865,2024-11-21,2025-05-20,4155,44.94
HP007,B75179,2023-06-16,2025-06-15,1787,48.54
HP003,B16004,2024-05-05,2025-05-05,2396,3.06
HP011,B85870,2025-03-24,2026-03-24,1786,16.73
HP012,B78126,2024-04-24,2024-10-21,4188,48.34
HP004,B31282,2023-12-22,2024-12-21,787,33.33
HP008,B93231,2025-03-26,2026-09-17,2595,61.23
HP007,B82021,2025-04-13,2027-04-13,1795,43.67
HP008,B89877,2025-05-28,2026-11-19,4448,40.32
HP009,B17825,2024-06-16,2024-12-13,4636,49.96
HP005,B90468,2023-07-15,2025-07-14,1970,68.23
HP011,B79745,2025-01-09,2027-01-09,3631,20.46
HP012,B20822,2023-09-14,2024-03-12,1306,4.75
HP010,B99487,2023-10-12,2025-04-04,4290,48.38
HP002,B21291,2023-03-16,2024-09-06,1148,23.48
HP002,B19769,2023-10-16,2025-04-08,693,51.75
HP003,B59523,2023-11-30,2025-05-23,1335,62.99
HP007,B89105,2023-10-21,2024-10-20,3608,60.28
HP003,B81765,2024-06-18,2026-06-18,3499,5.54
HP012,B78433,2025-06-10,2025-12-07,3629,3.32
HP002,B68551,2023-01-02,2024-06-25,4633,60.43
HP003,B60040,2023-07-30,2024-07-29,4012,47.96
HP002,B59253,2023-06-01,2024-11-22,2253,62.64
HP005,B36435,2024-03-12,2025-09-03,3248,3.62
HP003,B40905,2024-05-01,2025-10-23,3255,31.48
HP010,B14815,2025-04-07,2026-09-29,1714,42.88
HP008,B23024,2023-12-26,2024-12-25,2014,47.75
HP003,B83155,2024-08-15,2025-08-15,3099,67.29
HP001,B81097,2024-07-12,2025-07-12,862,52.62
HP008,B34806,2024-03-24,2025-03-24,285,6.57
HP009,B28548,2023-12-21,2024-06-18,2195,11.57
HP002,B17501,2025-01-27,2026-07-21,3496,33.74
HP011,B11965,2023-04-09,2024-09-30,237,60.23
HP003,B30222,2025-03-12,2026-09-03,540,43.49
HP002,B38467,2024-08-07,2026-08-07,1338,37.41
HP009,B16467,2024-03-30,2024-09-26,4775,52.23
HP007,B58632,2023-07-26,2025-07-25,1808,23.34
HP008,B75625,2025-01-28,2027-01-28,2017,56.44
HP004,B15489,2025-04-09,2027-04-09,2465,12.51
HP005,B57589,2023-12-05,2025-05-28,3976,52.78
HP003,B21050,2024-02-10,2025-08-03,4859,8.39
HP005,B50857,2024-05-18,2025-05-18,3272,39.42
HP011,B45833,2024-06-19,2025-06-19,1998,50.81
HP009,B28540,2025-03-13,2026-03-13,3228,47.99
HP010,B57641,2023-02-25,2024-08-18,1847,68.29
HP010,B75356,2024-10-28,2026-10-28,2788,29.72
HP003,B44676,2024-12-18,2025-12-18,4712,42.24
HP009,B77189,2025-04-29,2025-10-26,4444,19.9
HP001,B90490,2023-06-12,2023-12-09,192,6.83
HP001,B95936,2024-12-09,2025-12-09,1005,15.6
HP005,B75884,2024-01-24,2025-01-23,2179,5.46
HP006,B56560,2024-05-08,2025-10-30,728,44.88
HP003,B82558,2023-07-24,2024-07-23,2650,42.4
HP007,B64630,2023-09-21,2024-09-20,881,64.88
HP012,B58355,2025-03-28,2025-09-24,3051,33.06
HP001,B48980,2025-03-09,2026-03-09,4179,26.36
HP006,B63654,2024-06-23,2026-06-23,4421,31.69
HP005,B50553,2024-11-29,2026-11-29,3262,37.76
HP012,B75625,2023-12-29,2024-12-28,790,68.68
HP003,B29218,2024-08-24,2026-08-24,3191,62.29
HP002,B37519,2025-04-19,2027-04-19,4130,40.48
HP012,B71561,2023-07-14,2024-01-10,1347,52.26
HP004,B53726,2025-03-12,2027-03-12,2619,42.42
HP004,B39989,2023-09-10,2024-09-09,257,37.41
HP009,B70689,2023-05-11,2024-05-10,4038,4.11
HP009,B89927,2025-03-20,2026-03-20,1004,17.03
HP009,B44989,2024-06-01,2025-06-01,4246,26.51
HP002,B71887,2024-03-02,2025-08-24,2480,9.59
HP011,B30998,2023-10-12,2025-10-11,4869,60.86
HP001,B57853,2025-04-25,2025-10-22,4980,64.63
HP006,B26542,2023-06-06,2024-11-27,440,37.04
HP011,B27630,2024-01-12,2025-07-05,2726,27.02
HP001,B20858,2023-08-09,2024-08-08,1242,12.67
HP001,B47392,2023-08-29,2024-08-28,947,13.49
HP002,B67707,2024-03-05,2026-03-05,1592,17.67
HP005,B60188,2023-01-20,2025-01-19,4324,37.8
HP012,B58622,2023-08-18,2024-08-17,1107,1.79
HP009,B28159,2025-02-15,2025-08-14,4645,24.71
HP008,B16091,2024-07-31,2026-01-22,4765,63.92
HP006,B79265,2023-06-04,2024-06-03,1413,51.19
HP005,B13954,2023-04-10,2025-04-09,576,9.93
HP003,B59896,2025-01-17,2026-07-11,2038,1.63
HP003,B77048,2023-04-28,2024-04-27,2155,18.73
HP003,B74325,2024-04-03,2025-04-03,1034,68.31
HP005,B69959,2023-01-18,2025-01-17,4191,53.72
HP001,B93077,2025-03-24,2026-03-24,3712,63.62
HP011,B90924,2025-02-12,2026-08-06,2782,11.39
HP005,B97854,2025-05-26,2026-11-17,4703,68.31
HP004,B40146,2023-05-20,2024-11-10,391,29.27
HP010,B37404,2024-12-29,2026-06-22,1662,48.77
HP006,B56849,2024-03-18,2026-03-18,2968,2.21
HP012,B77918,2023-03-02,2024-03-01,154,6.81
HP007,B58794,2024-04-12,2026-04-12,936,40.41
HP009,B81374,2023-11-13,2024-05-11,4347,56.81
HP007,B17786,2023-08-12,2025-02-02,1468,59.32
HP007,B52665,2024-11-13,2026-11-13,1599,49.78
HP001,B85672,2023-01-31,2024-01-31,4774,31.36
HP006,B40607,2024-06-30,2025-12-22,1825,1.93
HP003,B74054,2024-06-19,2026-06-19,1557,39.27
HP001,B40931,2025-01-21,2026-01-21,747,53.56
HP001,B64624,2023-10-06,2024-10-05,4332,54.57
HP008,B77095,2023-03-01,2024-02-29,1811,44.55
HP010,B39709,2023-12-04,2024-12-03,4428,17.58
HP006,B96251,2024-03-18,2025-03-18,4146,32.31
HP007,B91725,2023-02-16,2025-02-15,2651,6.61
HP011,B51705,2023-09-04,2024-09-03,626,47.96
HP012,B58775,2024-11-23,2025-11-23,4259,35.96
HP001,B44585,2025-04-21,2026-04-21,2360,14.75
HP007,B59500,2025-03-17,2027-03-17,4339,46.33
HP007,B37415,2024-05-02,2026-05-02,1478,23.54
HP010,B17792,2024-08-31,2026-02-22,4682,66.06
HP012,B20241,2024-03-29,2024-09-25,3153,54.44
HP007,B87972,2025-02-05,2026-07-30,430,10.83
HP002,B95758,2023-09-11,2025-09-10,2910,5.67
HP007,B91629,2024-03-27,2025-03-27,3118,33.65
HP001,B80275,2025-01-05,2026-01-05,4584,49.93
HP012,B75175,2023-09-10,2024-03-08,4911,23.36
HP006,B77610,2023-03-05,2025-03-04,1081,36.93
HP011,B84395,2023-10-01,2024-09-30,1315,67.62
HP003,B22570,2024-04-17,2026-04-17,1463,22.65
HP012,B11684,2024-11-17,2025-05-16,359,57.52
HP008,B88960,2023-06-11,2025-06-10,973,7.55
HP003,B53701,2024-01-23,2025-07-16,1799,12.71
HP001,B37888,2024-07-22,2025-01-18,3589,57.27
HP012,B32727,2025-05-11,2025-11-07,317,12.16
HP010,B27030,2024-05-04,2026-05-04,3581,49.07
HP002,B93636,2024-08-02,2025-08-02,1959,69.17
HP011,B56869,2024-04-07,2025-04-07,685,21.18
HP010,B92953,2023-09-09,2024-09-08,4533,49.77
HP006,B34859,2024-02-06,2025-07-30,670,60.46
HP002,B98722,2025-03-11,2026-09-02,1200,65.18
HP003,B17713,2024-05-08,2025-05-08,4494,65.72
HP004,B16913,2023-12-05,2024-12-04,546,36.7
HP003,B63433,2023-07-23,2024-07-22,4746,43.65
HP002,B36446,2023-11-20,2025-05-13,3817,26.0
HP001,B67004,2024-11-06,2025-05-05,2030,7.0
HP012,B84020,2023-04-16,2024-04-15,1023,19.11
HP009,B58926,2024-02-04,2024-08-02,2143,13.83
HP001,B93889,2024-12-02,2025-05-31,2027,23.78
HP012,B87838,2025-04-14,2026-04-14,232,58.3
HP012,B24373,2025-03-01,2026-03-01,922,22.16
HP004,B76058,2023-06-22,2025-06-21,581,16.34
HP011,B89554,2023-07-10,2024-12-31,201,10.14
HP006,B67954,2024-08-19,2026-02-10,4084,27.24
HP010,B99599,2025-01-07,2027-01-07,2107,11.55
HP005,B69621,2025-06-16,2026-06-16,4088,31.66
HP004,B21799,2024-04-15,2025-10-07,750,41.53
HP009,B66287,2024-05-07,2024-11-03,3249,38.57
HP008,B59744,2024-09-27,2025-09-27,791,30.04
HP012,B17046,2024-04-28,2025-04-28,4020,21.54
HP009,B94207,2024-06-16,2024-12-13,2424,58.13
HP002,B92380,2025-02-03,2026-02-03,2249,22.43
HP002,B49429,2025-06-08,2027-06-08,1401,57.05
HP001,B65022,2023-11-15,2024-11-14,3940,1.78
HP012,B30924,2024-05-26,2024-11-22,2447,51.86
HP012,B78976,2023-04-04,2023-10-01,1235,55.33
HP012,B26635,2024-10-15,2025-10-15,4564,41.05
HP002,B61888,2024-04-29,2025-04-29,4265,23.85
HP004,B18270,2024-03-09,2025-03-09,454,40.48
HP010,B26835,2024-03-13,2026-03-13,2992,48.8
HP002,B12056,2023-07-17,2024-07-16,593,53.4
HP011,B90970,2024-05-27,2025-05-27,478,24.83
HP001,B70485,2023-02-28,2023-08-27,831,56.87
HP011,B32467,2025-01-11,2026-01-11,3976,20.84
HP003,B37143,2024-08-12,2026-08-12,1719,54.81
HP001,B76652,2025-02-19,2025-08-18,2424,13.16
HP010,B71901,2023-03-04,2025-03-03,3773,8.1
HP005,B22521,2024-09-28,2026-09-28,3619,51.16
HP008,B75622,2024-11-18,2026-11-18,4430,40.39
HP009,B38530,2024-08-04,2025-01-31,830,17.42
HP009,B91511,2023-04-20,2024-04-19,3369,36.94
HP009,B18862,2025-05-21,2025-11-17,2113,58.55
HP011,B13261,2024-03-07,2025-08-29,3051,32.06
HP007,B20914,2024-12-09,2026-12-09,4124,9.69
HP012,B82134,2024-09-21,2025-09-21,1961,12.05
HP004,B29368,2023-07-12,2025-07-11,3028,38.18
HP003,B34150,2024-10-16,2026-10-16,1950,6.49
HP009,B93344,2024-03-24,2024-09-20,3394,69.62
HP002,B10082,2024-03-25,2025-03-25,4766,16.63
HP002,B31086,2024-11-12,2026-05-06,4210,56.67
HP012,B68632,2024-11-01,2025-11-01,183,6.52
HP003,B44269,2023-11-11,2025-05-04,4141,57.65
HP011,B48166,2023-11-04,2025-11-03,2862,57.13
HP008,B36931,2024-11-28,2025-11-28,4625,63.23
HP002,B51947,2023-09-26,2025-03-19,3650,62.52
HP004,B90195,2023-04-25,2024-04-24,3124,30.33
HP007,B17684,2024-01-20,2026-01-19,4956,55.01
HP008,B89193,2024-02-17,2026-02-16,3192,53.87
HP002,B68965,2023-11-13,2025-11-12,1920,51.51
HP005,B71418,2025-05-23,2026-05-23,91,49.84
HP003,B30250,2024-11-12,2025-11-12,884,57.43
HP004,B89686,2025-02-08,2026-08-02,1155,17.87
HP006,B98077,2023-01-22,2024-07-15,2067,34.48
HP011,B44395,2023-04-22,2025-04-21,826,7.65
HP002,B71699,2023-12-14,2025-12-13,2212,16.6
HP002,B87468,2023-12-31,2024-12-30,207,59.72
HP004,B99617,2024-04-29,2026-04-29,3976,42.36
HP008,B35480,2024-10-31,2025-10-31,4928,57.88
HP007,B88706,2023-12-14,2025-12-13,1580,58.34
HP005,B12203,2023-05-11,2025-05-10,3368,16.55
HP011,B33674,2024-12-03,2026-12-03,2139,63.93
HP003,B91445,2023-09-29,2025-09-28,4117,39.53
HP008,B39654,2024-09-03,2026-09-03,2808,4.07
HP005,B32826,2023-11-12,2025-05-05,2816,27.6
HP003,B21802,2024-03-07,2026-03-07,1783,31.5
HP008,B93391,2024-04-16,2025-04-16,525,22.89
HP012,B43253,2024-03-08,2024-09-04,3066,36.46
HP008,B65321,2024-01-23,2025-01-22,2106,3.34
HP001,B60805,2024-07-05,2025-07-05,4056,36.28
HP004,B97056,2024-07-06,2026-07-06,1192,61.44
HP010,B38589,2024-05-28,2025-05-28,4002,64.89
HP012,B29630,2024-05-28,2025-05-28,456,40.67
HP006,B85063,2023-09-26,2025-09-25,2041,61.44
HP011,B54124,2024-09-24,2026-09-24,3855,22.49
HP001,B60866,2024-01-12,2024-07-10,2425,45.55
HP003,B57107,2024-01-02,2025-01-01,3637,23.46
